Comment,Label
"Tôi mong những thước phim này sẽ được chiếu rộng rãi và đưa vào chương trình lịch sử cấp 3 và chiếu rộng rãi để cho con em mình hiểu thêm về lịch sử, để nhiều người dân hiểu hơn về khó khăn gian khổ của Đảng và Quân đội ta, bởi vì còn rất nhiều người ngay cả chính tôi trước khi tìm hiểu kĩ đã nghĩ rằng chiến tranh đã kết thúc từ năm 1975 sau đó chỉ là những trận đánh nhỏ lẻ. Còn rất nhiều người nói rằng Bác Duẩn và các bác trước năm 1986 ko biết làm kinh tế để đất nước nghèo đói, bao cấp cổ hủ. Họ đâu biết rằng bắt buộc phải Bao cấp để nuôi hơn 1 triệu quân vẫn ngày ngày chiến đấu, rồi cấm vận từ khắp nơi, nước ta bị cô lập ghẻ lạnh. Tôi tin rằng việc để cho con trẻ hiểu về lịch sử một cách rõ ràng và chính xác nhất là cách tuyệt vời để bảo vệ Tổ Quốc. 
 Là một người con được sinh ra ở biên giới Móng Cái Quảng Ninh, theo chính sách vận động di dân ra vùng biên của Đảng, những nơi Hoa Kiều từng ở. Chúng tôi rời xa quê hương đến vùng đất biên giới và Hải đảo để sinh sôi lập nghiệp giữ đất cho Tổ Quốc. Đã từng bị kì thị là dân Kinh Tế Mới nhưng hiện tại chúng tôi tự hào vì mình đã góp 1 phần nhỏ giữ đất cho con cháu, cho quê hương. năm 1996 cửa khẩu biên giới Móng Cái mới được mở lại và 2 nước từ lúc đó mới giao thương trở lại. Kinh tế mới đi lên. 
 Nếu nói chiến tranh thực sự kết thúc, chính xác là chỉ kết thúc từ năm 1991 và đến nay mới hơn 30 năm mà nước ta đã có được vị thế tuyệt vời. Kháng chiến của dân ta ví như người ung thư phải xạ trị, truyền hoá chất, dù biết sẽ hao tổn héo mòn yếu ớt nhưng ta quyết tâm điều trị đến cùng dù mệt mỏi đau đớn gầy mòn, khi diệt sạch tế bào ung thư rồi ta sẽ chăm sóc lại cơ thể mạnh khoẻ săn chắc hơn cả khi trước. Cám ơn Đảng và các anh hùng đã hi sinh thân mình bảo vệ từng tấc đất biên giới",2
"Ad đọc năm toàn sai ko ta,,,1975,,1977 và 05.02.1978 TƯĐCSVN họp phiên thứ 4,,,mà cứ đọc 1915 _ 1917 và 1918,,uã thời đó đãng thành lập ra đời rồi hã ad,,,,vãi ad thật,,,kk",0
Bạn tốt nhất là không đưa lên vì bạn lắm vững đâu,0
Việt nam mình quá thông minh 👍❤️❤️❤️👍,2
Quá chuẩn nếu ko đuổi bọn hoa kìều thì chiến tranh ko cần tiếng súng,2
"Việt Nam muôn năm ,đời đời nhớ ơn các anh hùng liệt sĩ",2
Phân tích rất đa chiều và sâu sắc,2
Nói nghe được rồi nhạc nền to quá cơ,0
Tất cả vì lòng lương thiện các vị tướng nếu đánh thẳng thì giờ không biết ra sao,1
"Mà tụi nó âm binh nghe theo lời vì hồi đó không có 2g3gg , mà tụi nó có biết người dân hai bên đau khổ tụi, mà không nghe lời vua chúa thì chết sao thì cũng thương cho họ người dân vô tội",1
Tụi nó mượn chiến tranh giống sách tụi để lại ngàn năm vua các đời tụi nó để lại giọng như sách tránh,1
Hay ho gì,0
Giờ thì nhịn vì chính quyền nó cũng nói Việt Nam là kẻ thù của nó nên nhớ gần anh người dân mình là mãi đừng ác mà chết không toàn vẹn lãnh thổ đâu,1
Tụi nó sẽ không nhớ thời vua Hùng đất nước Việt Nam tới hồ đình ngày hai bà trưng đã lấy,1
Nên tất cả anh em cả nước sẽ nhớ người dân hai bên không có tội mà chỉ có người nắm quyền để chiến tranh rồi người dân đau khổ mà thôi,1
Trung Quốc ngàn năm là kẻ thù truyền kiếp giờ mình quên người ta không bao giờ quên được,1
Để côi muốn phân chia đất thì mình sẽ lấy đất trung hoa lại để bà Trưng bà Triệu bà Trưng yên tâm hồ động đình ở đâu,1
Giờ thì sao trung quốc cam là kẻ thù ngàn năm thì hãy chờ đợi những kẻ thù mình nó muốn chiến tranh mình đón nhận thôi,0
Đảng Cộng sản Việt Nam Quang Vinh muon năm chủ tich Hồ Chí Minh muôn năm ❤❤❤,2
Tai sao .nhung nguoi linh chong trung quoc .giac tau .nam 79 ko đuoc huong che đo gi .phai chang nuoc ta ko giam len tieng .ki niem chien thang cung ko co .suot ngay ki niem 30thang 4 ngay 7thang 5 chong phap chong my .nguoi dan viet nam chi muon chong trung quoc .giac tau thoi .,1
Tôi Tự hào là người Việt Nam!Việt Nam đời đời bền vững!,2
Sống gần Thằng tàu thì Nước Việt Nam mình phải luôn cảnh giác .,1
Ừ,1
Rất hay,2
"Nó
  OK",2
việt nam rốt quá cố thủ mà không rút,0
"Nước Việt Nam nhỏ bé nên luôn luôn bị thằng hàng xóm khổng lồ Trung Quốc tham lam bành trướng ỷ nước lớn mạnh hiếp nước nhỏ ,Trung Quốc đã chiếm nhiều đất đai của Việt Nam nhưng vẫn chưa đủ để bọn chúng dừng lại",0
các cụ ngày xưa thật sự quá giỏi. đời đời nhớ ơn các anh hùng Việt Nam,2
Đừng hỏi vì sao căm thù china,0
"Chúc bạn luôn mạnh khỏe ,ra những video hưu ích",2
Thương quá Việt nam.Tôi tự hào vì đã là người dân Việt nam.,2
"Không giống Nguyễn Huệ điều binh thần tốc, vừa tập kích ngang hông quân Thanh, vừa chặn đường rút lui, cắt đứt hệ thống thông tin và tiếp liệu khiến cho đối phương tưởng như một phép lạ nên kinh hoàng tan vỡ.
 
 Quân đội Việt Nam huy động các sư đoàn chính quy của họ và giữ lại khoảng 300.000 quân để bảo vệ Hà Nội. QĐNDVN đã cố gắng tránh chiến đấu trực tiếp và thường sử dụng chiến thuật du kích. 
 
 VN có 5 sư đoàn : Quân khu 1 và Quân khu 2 nhưng không cắt đường rút lui. Trong thời gian 10 ngày rút quân (6/3-13/3), quân tàu đã sử dụng chính sách tiêu thổ, phá hủy cơ sở hạ tầng địa phương và cướp bóc các thiết bị và tài nguyên hữu ích (bao gồm cả gia súc). 
 
 Trung Quốc vẫn duy trì 12 sư đoàn và hàng chục trung đoàn độc lập áp sát biên giới Việt Nam 10 năm, thường xuyên gây tình trạng căng thẳng, tiếp tục lấn chiếm lãnh thổ Việt Nam ở mọi quy mô, thực hiện kiểu chiến tranh phá hoại nhiều mặt. Trong thời gian này, Việt Nam không thể tái thiết kinh tế. Thật khó nói VN thắng trận.",1
"Hình như hơi thiếu. Các c,d,e. Bị cắt đứt liên lạc khoảng 2 đến 3 ngày sau khi sảy ra ct . Toàn phải chiến đấu độc lập đến tận lúc TQ rút quân",1
Căm hân quân Trung Quốc . con em chúng tôi nguyện noi gương các anh hùng liệt sĩ,1
Nội dung hay nhưng để tiếng nha an hẳn lời nghe khó gây mất hấp dẫn,1
Trên thế giới chỉ có các nước cs cung phe phái nhưng ngâm ngam ăn thịt lan nhau mà thôi,1
trung quốc đàn bà,1
Thấy chưa trc có bác thì hoa kiều cho đi hết còn giờ thấy nơi nào có ngay 1 khu cho bọn tq đó cứ để vậy nguy,1
"Bài phân tích rất hay, nghe để hiểu hơn về lịch sử đất nước. Khâm phục tư duy các cụ mình trước đây có cái nhìn, đánh giá đúng đắn các vde chiến lược đất nước.",2
"Kẻ thù Việt Nam Trung quốc còn đó máu đổ chưa khô mà bây giờ còn mở cửa làm ăn với trung quốc là sao, kg biết ngày nào Việt Nam sẻ bị đổ máu lần nữa đây",1
Đời đời nhớ ơn các a hùng đã hi sinh cho Tổ Quốc. Tôi yêu Việt Nam,2
Hay thế ad ơi,2
Tôi không hiểu chính trị . nhưng nhà nước ta nên kỉ niệm chiến thắng giặc tàu . để tưởng nhớ các anh hùng liệt sĩ bảo vệ biên giới .đừng nên suốt ngày kỉ niệm 34/4 mãi vậy .ko công bằng cho những người đã hi bien giới năm 79 . Việt Nam chúng ta ko phải để ý đến các nước xâm lược nữa . trừ trung quốc . người dân Việt Nam chỉ muốn chống Trung Quốc . nói đến ai cũng muốn cầm súng ngay . còn các quốc gia khác thì OK,1
Nhà nước ta. chỉ nhớ cuộc chống Pháp. chống Mỹ . tại sao những người lính nằm xuống bien giới năm 79 đến 84 không nhắc đến . thế những người hi Sinh năm 1979 đều vô nghĩa .ko được hưởng chế độ gì . thật bất công .,1
Đánh quân mông quân pháp quân nhật quân mỹ quân tàu toàn cường quốc vn thắng to,1
"Rất cảm ơn các bạn khu phía bắc bị trung quốc tiên đánh năm 17/2/1979.
  Chúc các bạn thành công và luôn ghi nhớ,,
  Trung Quốc là một trong những kẻ thù xâm lược Việt Nam nhiều nhất.
  BNMDQT.
 ____________________❤",1
