Comment,Label
Đâu hiệp đen chạm mặt đk hải bánh đâu đăng liên thiên,0
Bẩn XH,0
Giờ mà còn sai công nghệ này,1
"mong anh bớt đẹp traii lại, chứ em khh tập trung xem được",2
tù tội tử hình bọn làm loạn xh,0
"Công nhận tay nghề của mấy a thợ VN nói chung và Master Care nói riêng đúng đỉnh thật, chúc mấy a thật nhiều sức khỏe ❤",2
Vô duyên 😠😠😠🖕🖕🖕 vô duyên quá cho người ta ăn mà la vô mặt người ta,0
Mày bớt ngáo bớt ảo đi,0
Nhìn rất trơn chui và rất là đẹp mắt bạn chia sẻ hay quá,2
Chùi ui... xâm mình kìa ghê quá đi mn ơi,0
chửi Bác Hồ đó,0
Người dẫn lời ct thì giọng thuyết minh tất nhiên khác so với giọng kênh ytb chèn vào rồi. Nói chuyện buồn cười.,0
A sinh năm bao nhiêu mà đã là tiến sĩ r ạ,1
Việt Nam đầy mà k ai ăn nhỉ.,1
truen gi dang say ra vay,1
cái áo như đặc cầu,0
Làm chuyến phá đảo Trung Quốc đi anh 😂,1
Thix tiếng nói chị này,2
Tao ghét nhất là thằng đạt villa 😏,0
Fan đen vâu nha. A là người chuyền ccảm hứng trong cuộc sống của mọi người iu a ❤,2
Ước ở gần nhà mình,1
" Trái Đất là vật thể thiên văn duy nhất được biết có các khối nước lỏng trên bề mặt của nó, mặc dù một số ngoại hành tinh đã được tìm thấy với điều kiện thích hợp để hỗ trợ các khối nước lỏng. Đối với các ngoại hành tinh, công nghệ hiện tại không thể quan sát trực tiếp nước mặt lỏng, do đó hơi nước trong khí quyển có thể được sử dụng như một &quot;công cụ&quot; giúp các nhà khoa học tìm hiểu. Sa mạc Sahara là sa mạc nóng nhất trên thế giới. Xét về kích thước, Sahara là sa mạc lớn thứ ba, sau sa mạc Bắc Cực và Nam Cực. Sa mạc rộng lớn này bao phủ hầu hết Bắc Phi. Phía Bắc giáp Địa Trung Hải, phía Nam giáp thung lũng sông Niger, phía Đông giáp Biển Đỏ và phía Tây giáp Đại Tây Dương. Về sa mạc nóng nhất thì sa mạc Lut ở Iran được xem là sa mạc có bề mặt nóng nhất. KHÔNG CÓ SỰ HOÀN HẢO 100% NÊN NHIỀU LÚC CŨNG KHÔNG CẦN KHẮT KHE QUÁ.",1
hay,2
Biến thái.,0
nhất định sẽ làm được,1
Xem xong hỏng mắt lắm huhu,0
Mục đích giữ độ tươi của cá với giữ không bị ê tay,1
Tảy chay nó luôn đi😂,0
Trông bẩn nhỉ,0
Rất thay luôn mọi người 😊,2
Bạn dính phải dấu hiệu nào trong 3 cái phía trên?,1
Ko bạn,1
Cảm ơn Bro,2
"Ở Nhật đi xe lửa đường ngắn,lên xe lửa không được nói chuyện.hi hi",1
Hiệp đen là thằng nào mà chưa nghe nhỉ,0
Ôi a đang ở tokyo nhật hả .ước gì có duyên gặp được a,2
Tôi làm thử nó quá nguy hiểm ⚠,0
Giá rach ống hiện nay bao nhiu một viên vậy,1
Láo với bà,0
"@Hino mình phải tạo nha, click chuột phải vào rồi nhấn vào MỚI chọn TẠO THƯ MỤC rồi đặt tên là CODE",1
"nghe thư giãn ,hay tôi rất thích nghe lần đầu là nghiện chơi game ,học bài làm việc nhge không chán",2
QUẢNG CÁO HOÀI,0
Sao ko ai bắt nó hoặc xoá kênh nó,0
dân trí thấp thế thì bao giờ mới phát triển đất nước được,0
quá đắt,0
Hình ảnh bình dị.quay nét đẹp,2
lâng lâng Bro ha,2
"Cảm ơn Khoai đã chia sẻ video rất hây toàn những món ăn ngon nhìn mà chịu hổng nỏi luôn 👍💯 chúc bạn và gia đình nhiều sức khỏe an lành,hạnh phúc và thành công 💕💐 luôn đồng hành cùng bạn ạ ✍️🤝💞💐",2
Khoai có dự định làm clip tổng hợp về những người con xa xứ tình cờ gặp khi đi nước ngoài k?,1
Khi nào anh Khoai về ra mắt má em dạ,1
"Tuyệt vời, lúc nào cũng hóng video của aKhoai😍😍😍",2
ngon quá khoai ơi:))),2
của a tất cả 1tỷ,1
Những người vô lương tâm. Cố tình làm hại đồng bào,0
Raider 68 với nova của anh con nào hao xăng hơn vậy anh ThienRed?,1
Cho họ ăn hết đống này đi cho công bằng với mọi người,0
í thức mấy đứa đi xem như lol .,0
Mới nhge là nghiền,2
Con rối của xã hội,0
tui nghe mà tui thấy mê🤣🤣🤣,2
Mập thật :)),0
"K biết là xe của chế nào đây ,tím hồng mộng mơ 😂",1
Anh Thiện hút thuốc nữa hả 😁,1
Video này hay lắm a. Mong a sẽ ra thêm những video về OOP a nhé! Chúc kênh ngày càng phát triển,2
Nhìn thèm=)),2
quá hay luôn !!!,2
Tôi chỉ nhắc là đó là luffy chứ ko phaie one-piece:)),1
Dạo này chả thấy có video mới toàn đăng các video cũ lên mãi xem riếc rồi cũng chán kg muốn xem nữa,0
"Gần nhà e mới tai nạn .thấy 2 bạn phượt thủ mất tại chỗ nghe đâu chạy nhanh đụng xe tải qua đường , ae đi đêm cẩn thận người ta chủ quan qua đường ẩu lắm",1
Lần đầu thấy lò gạch 😊,1
Đầu độc cả 1 thế hệ,0
Mình vẫn thích xe original hơn xe rin vẫn xuất sắc hơn chứ,1
Xem video của Khoai vì thích nghe giọng Khoai😊😊😊😊,2
Hay thật❤,2
A khoai ra tập Hồng Kong đi anh,1
Bố láo,0
"Ủng hộ bạn! Làm clip như thế này thực sự phải đầu tư rất nhiều thời gian công sức, nhưng bạn cứ kiên trì nhé, hầu như đây là những video tutorial chất lượng nhất của một người có chuyên môn mà mình từng xem được bằng tiếng Việt. :D",2
Đã từng ăn thời 2009 . Nhìn lại nhớ thời sv ❤,1
cảm ơn anh Đen và ekip cùng tấm lòng vô cùng đẹp của anh và mọi người.thực sự vô cùng biết ơn anh đã đang và tiếp tục đóng góp cống hiến cho cộng đồng và xã hội.trái tim chân thành sẽ được đền đáp xứng đáng.chúc a và ekip có thật nhiều sức khỏe và con đường đi phía trước luôn dk thuận lợi,2
Hãy quá đi mất bài này cute quá đi,2
Koi bên a Thiện xong qua koi bên chỗ Đoàn Huy Hoàng bị giao thông dí 😂,1
wow tôi yêu cái này,2
hay mà quên nyc luôn 😂,2
Mua dt là để sdung. Mà bảo xoá fb. Thế mua dt làm gì,1
❤❤hay cúa hihi 🎉🎉 chúc ad mạnh khoẻ,2
"Vào trại bồ ""làm luật"" cho chết luôn...",0
Nội dung rất tốt nhưng nói quá nhanh,1
"bạn ơi folder Documents của mình k có các file giống như trên, nó ghi là this folder is empty",1
review kiểu Thành Pahm,1
"Ghê quá trộn kem vào bún phở ngẩn hay gì,thấy thế cũng án.Chắc là fan bảo ăn cứt cũng ăn ,hihi",0
Mình đang tìm hiểu về lâp trình. Mình làm theo bạn hướng dẫn đền phần nhập USD với tỷ giá 1 USD = 2 VND. khi mình nhập 10 USD lại trả kết quả là 1010. Sao nó ko phải là 20 giống cả bạn. :(,1
Vô duyên,0
cái mặt thấy ghét,0
@Street Food VN E quay những món nào ở Nam Định rồi?,1
ngon,2
Mua máy về là để nó phục vụ mình chứ ko phải mình phục vụ nó thế nên chẳng bao giờ mình quan tâm pin cả hỏng thì sửa Ko thì mua mới,1
Tất cả mọi hình thức cuối cùng quy về thiện ác-nhân quả mà thôi.,0
Đất đó họ khai thác từ đâu... có phải ăn cắp tài nguyên như cát không,1
Thế mà chị ko ra Hà Nội em được nhờ,1
"Cảm xúc nó cứ nghẹn nghẹn trong họng, không phải là cảm động rớt nước mắt, mà nó khó tả lắm, cảm thấy yêu thương và trân trọng mọi thứ trong MV này. Cảm ơn anh Đen, chị PiaLinh và toàn thể ekip.",2
"☘️🌸💜 Cảm ơn bạn chia sẻ video rất hay, Chợ hải sản ở Tokyo, Mình rất thích đất nước và con người ở Nhật Bản, Cảm ơn bạn chia sẻ chúc bạn ngày cuối tuần vui khỏe nhé,và luôn yêu mến bạn, Xem và hỗ chợ bán đầy đủ từ xa ạ❤🎉🔔",2
ahihi thank Bro nhiều nhé,2
ác quá,0
Công nghệ này giờ đã lỗi thời rồi.,1
thang nao tao ra bai nay vay hay vai truong,2
"Những món ăn không nhiều gia vị, ngon vì chính sự ""ngọt ngào"" tự nhiên của nó 😍",2
ừm ngồi đất đỡ mỏi châm,1
Đang chờ rồi!,1
Hay quá bạn ê ,2
quê cô ở đâu thái nguyên vậy,1
8:34 gái bên đó buổi sáng uống bia à 😊,1
Tiếp tục ra video nữa nhé bạn.Luôn ủng hộ,2
Nay hay đăng lại video cũ thế,0
Con chó to đâu rồi bác? Bác nấu nó rồi à,1
Chúc anh Thiện red thật nhiều sức khỏe và có 1 chuyến đi an toàn ❤,2
Ong này chắc bị ngáo rồi haha,0
"Đồ ăn Nhật không nên nhìn, đẹp chứ ko hề ngon. Cũng như gái Nhật không nên nhìn phía sau mà tán cẩn thận gặp ngoại 😂",0
Hay quá anh ơi,2
đánh rơi liêm sỉ trong 1 nốt nhạc,0
"ý nghĩa quáaa, cháu cũng muốn 1 lần được trải nghiệm ❤",2
nhìn ghét nhỉ :)),0
slay all day khoai lamg tang,2
Thời gian sáng màn hình là gì v,1
Dc nói rõ hơn về đa vũ trụ hơn Marvel,1
"Chuyên gia dạy có khác ạ, rất chi tiết cụ thể, e chỉ đang học C tới vòng lặp thôi, trong lớp nghe cũng khá khó hiểu C cứ nghĩ qua Python sẽ khó hiểu dữ nữa, ai ngờ hiểu được tất cả thứ anh giảng. Quá tuyệt vời",2
tôi sẽ ko nói kênh ấy tên là tôn,0
"Cảm ơn Khoai nhé.
 Tuyệt quá!",2
cho em hỏi anh có dạy lập trình SQL không ạ?,1
Đời mình ghét nhất ba cái kiểu này xì xì,0
Suy đồi bất chấp,0
nhạc chill quá Bro ơi,2
Nhìn mặt nó là biết nó thế nào r,0
Vl qc dài mà dai,0
tao đây chứ còn ai,1
Vậy mà ng ta vẫn có thậm trí là 5k nữa đó bạn,1
Đúng nghề của tôi. Tôi đã làm nhà máy gạch tuy lenll 17 năm công nghệ máy của I talya,1
Chúc anh thành công nhiều sức khỏe ❤,2
Nhìn mê quá Anh ơi!.,2
Bài nào của a Đen nghe cũng thấm và xúc động❤❤❤,2
Ủa sao nói quay lại mua cơm nắm mà không có z,0
Người nay cần đc xử lí ngay lập tức,0
Quá tuyệt vời nam Định ơi,2
"5K cũng có nhân rồi mà bạn, ai ăn thêm thì gọi thêm, tính tiền thêm thôi bạn",1
Yêu cầu khóa kênh gấp,0
Tăng lên1.5đi,1
Xin hỏi phô nào ở nam đinh,1
cưng tởm,0
Việt nam 40°C mà xếp hàng thì ngất😂,0
mấy cái trend làm em phát ớn =_=,0
Dung vay phai su nang day,0
cái trong bụng con cá tuyết. sau trở thành trứng,1
Ngon nha mọi người ♥️,2
Tính ra mọi chuyện đều từ zeus mà ra :)))😂😂😂,1
nghe hoc bai rat vao:3,2
"Xem cô làm mọi chuyện với cảnh quê rất yên bình và thanh bình. con xin cảm ơn bác và em hùng đã làm nên video rất tuyệt, chia sẽ video về đất nước con người việt nam,",2
❤❤❤🎉🎉🎉 . Ngon quá cháu ơi,2
Video này chắc phải lâu rồi. Chứ bây giờ sắp mùa hè rồi,1
nhạc hay thế,2
30:43 nhìn bên trái :))),1
"Việt Nam mua siêu xe đa số là xe đã qua xử dụng nha chế,,,nên việc tút tát làm mới lại là bình thường,,,xe này cũng thay đổi màu rồi",1
@Khoai Lang Thang Cám ơn Khoai rất nhiều cho phản hồi nhanh và rất hữu ích này.,2
Bớt khịa người khác đi !,0
Ai gửi link tải vs,1
vô nhân đạo thật :(,0
Ông này chơi đồ quá nhiều rồi nên mới bị vậy,0
hehe cảm ơn Bro nhá,2
Xem video chỉ vì giọng nói của a khoai . ấm áp vô cùng,2
"Clip rất chân thật và hay luôn, cảnh quê thật sự,vừa yên bình vừa gần gũi ...bảo sao mỗi lần về quê mình rất là thích luôn❤",2
Mất nết mất duyên rồi,0
hay ha,2
hãm lol thật sự 😒,0
Nghe xong càng buòn😢,0
Mai lại có cái để xem lúc ăn cơm,2
ahihi,2
"Loạn hết là đây , giang hồ đi tù về còn nổi tiếng hơn cả diễn viên . Thử hỏi sao tụi trẻ nó ko học theo cho đc , đảng CSVN muôn năm",0
Không có phiên bản điện thoại à :(,1
"Còn đi chợ với 5k , đó mà vui cái gì ,đó là mất lịch sự vô duyên làm ảnh hưởng đến người khác ,mất dậy vô liêm sỹ vô cùng",0
Cho vừa,0
hay quá,2
Em ghét nhất là cái nhảy nhót khoe thân đó 😢,0
"toàn bài giảng thực tiễn, rất chất lượng. Cám ơn Hoàng chốp rất nhiều",2
"Giọng đọc truyền cảm, ko ước lệ kiểu sân khấu mà đa số các giọng đọc hoặc mc hiện nay thường mắc phải",2
Bên Nhật người Nhật kiên nhẫn xếp hàng quá ha. Còn người Nhật ở bên Việt Nam lâu ngày thì không còn như vậy nữa. Ra món chậm là họ khó chịu liền ý.,1
Ngon đấy,2
Nó ăn vậy cũng có khi ( ải chỉa ) cho nó bỏ tật,0
Game cuốn vl :)),2
đúng là thằng admin khùng,0
anh khoai review thử pudding fling đi khoai,1
"Gạch quá chất lượng,tiếc cho mình còn chưa có tiền mua để xây nhà.",1
A học đại học nào vậy ạ,1
Mọi người nói rằng. Ơ nhật người ta không có nhiều thời gian . Mà sao lại xếp hàng 30 p để ăn một tô mì...? Cho nên mình thắc mắc...,1
Đúng là xàm,0
Bé tôn giờ cơ còn hơn con voi:)),0
Còn trẻ mà bị gout rồi sao. 😢,1
Tức,0
t ghét cả họ nhà nó 🙂,0
"Tinh ra o vn minh la suong nhat vao quan la an,k phai sep hang",1
5:45 cười chếc :)),2
chuẩn 💯 %,2
Kiếm đc.bạn chơi trò này vui vl,2
Chúc mừng chủ kênh.,2
anh ơi hay anh làm thêm thần thoại bắc âu đi anh,1
hehe ok Bro ơi,2
em có cả 3 trường hợp,1
Chi tiết thật sự. Idol của e,2
phê,2
Đôi khi chúng ta chỉ cần một bài hát để nén nỗi bùn lại 😊😢,1
"Phần dẫn nhập vào cốt rất hay và cốt đc kết nối mạnh mẽ. Chỉ có điều, phần mô tả trận cuối đánh trùm cuối còn hơi nông, qua loa. Hơi đáng tiếc.",0
"Mới học về print mà bay thẳng lên ML à bạn, bay hơi nhanh đấy",1
video hay quá anh,2
Đó là lý do tui kg chs tik tok,0
Chỗ này trước em cũng ở nè giá cả cũng oke,1
Chào a,1
Su ơi Chị Xu có bồ chưa Chị Xu được có đoạn đây sai cả em,1
Chất lượng video bây giờ kém hơn trước luôn xem mờ mờ khó chịu,0
"Ơ anh quên cơm nắm rồi, quay lại mua đi a ơiiii",1
Trend như ặc,0
